timestamp,event_type,token_profile,privilege_level,method,ioc_endpoint,ip,country,city,isp,asn,request_count,burst_flag,user_agent,automation_flag,automation_score,hour_of_day,day_of_week,abuse_score,abuse_total_reports,abuse_domain,fraud_score,is_vpn,is_proxy,is_bot,is_tor,vt_malicious,vt_suspicious,vt_harmless,shodan_org,shodan_os,shodan_ports,is_cloud,label
2026-05-01T20:15:03.021880,path_trigger,legacy_registry,1,GET,/legacy_internal_config.yaml,176.19.247.22,Saudi Arabia,Jeddah,Internet Broadband,"AS35819 Etihad Etisalat, a joint stock company",1,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",0,0,20,Friday,0,0,mobily.com.sa,0,0,0,0,0,0,0,0,,,,0,1
